seed,gridsize,ncount,method,besttour,runtime
68,5000,27,2,22775,0.798635
68,5000,27,4,20328,0.003354
68,5000,27,6,20328,32.311089
14,5000,28,2,22328,338.976275
14,5000,28,4,21215,0.119958
14,5000,28,6,21215,69.464905
30,5000,29,2,25880,4.3212
30,5000,29,4,24277,0.005542
30,5000,29,6,,
99,5000,30,2,22844,244.807822
99,5000,30,4,21648,0.011294
99,5000,30,6,,
26,5000,31,2,23405,5.39578
26,5000,31,4,22676,0.004698
26,5000,31,6,,
17,5000,32,2,22745,1.078199
17,5000,32,4,22158,0.004561
17,5000,32,6,,
67,100,26,2,489,7.652008
67,100,26,4,422,0.005338
67,100,26,6,422,15.173799
58,100,27,2,482,0.561818
58,100,27,4,410,0.002207
58,100,27,6,410,54.087624
51,100,28,2,404,2.882109
51,100,28,4,387,0.003495
51,100,28,6,,
60,100,29,2,556,6.504056
60,100,29,4,488,0.182527
60,100,29,6,,
85,100,30,2,449,478.252978
85,100,30,4,439,0.051441
85,100,30,6,,
48,100,31,2,401,9.434677
48,100,31,4,401,0.003374
48,100,31,6,,
52,100,32,2,490,10.033323
52,100,32,4,459,0.006691
52,100,32,6,,
21,1000,26,2,4606,48.725484
21,1000,26,4,4248,0.61613
21,1000,26,6,,
68,1000,27,2,4649,8.512787
68,1000,27,4,4351,0.602701
68,1000,27,6,,
14,1000,28,2,5004,160.505392
14,1000,28,4,4637,0.01281
14,1000,28,6,4637,69.536196
4,1000,29,2,4814,19.190273
4,1000,29,4,4604,0.006238
4,1000,29,6,,
28,1000,30,2,5158,228.545708
28,1000,30,4,4327,0.117728
28,1000,30,6,,
58,1000,31,2,5611,77.966408
58,1000,31,4,5306,0.01251
58,1000,31,6,,
89,1000,32,2,4938,212.66471
89,1000,32,4,4588,0.020773
89,1000,32,6,,
51,5000,26,2,22931,0.534766
51,5000,26,4,22512,0.003182
51,5000,26,6,22512,15.017644
76,5000,27,2,,
76,5000,27,4,24569,0.014736
76,5000,27,6,24569,32.309895
97,5000,28,2,21020,10.491769
97,5000,28,4,20477,0.007328
97,5000,28,6,20477,69.46628
35,5000,29,2,25574,96.17474
35,5000,29,4,25024,0.013802
35,5000,29,6,,
15,5000,30,2,25878,9.94273
15,5000,30,4,24318,0.003126
15,5000,30,6,,
17,5000,31,2,22637,1.017361
17,5000,31,4,22050,0.003703
17,5000,31,6,,
16,5000,32,2,28735,163.552716
16,5000,32,4,24451,0.005239
16,5000,32,6,,
11,100,26,2,489,10.385461
11,100,26,4,449,0.00494
11,100,26,6,449,15.025721
12,100,27,2,525,18.773729
12,100,27,4,488,0.01287
12,100,27,6,488,61.155523
13,100,28,2,546,9.513292
13,100,28,4,459,0.005687
13,100,28,6,,
53,100,29,2,456,1.107813
53,100,29,4,434,0.196178
53,100,29,6,,
24,100,30,2,522,17.127384
24,100,30,4,498,0.00983
24,100,30,6,,
29,100,31,2,472,0.210793
29,100,31,4,469,0.003473
29,100,31,6,,
18,100,32,2,466,76.943523
18,100,32,4,459,0.00912
18,100,32,6,,
42,1000,26,2,4161,0.092492
42,1000,26,4,3893,0.135657
42,1000,26,6,3893,15.029332
2,1000,27,2,3989,0.237062
2,1000,27,4,3833,0.002623
2,1000,27,6,3833,60.302131
11,1000,28,2,5015,15.0782
11,1000,28,4,4401,0.115214
11,1000,28,6,,
27,1000,29,2,5020,36.124063
27,1000,29,4,4210,0.007901
27,1000,29,6,,
8,1000,30,2,4899,44.449393
8,1000,30,4,4818,0.135825
8,1000,30,6,,
38,1000,31,2,5246,176.670461
38,1000,31,4,4691,0.012045
38,1000,31,6,,
65,1000,32,2,4437,1.187837
65,1000,32,4,4169,0.005419
65,1000,32,6,,
100,5000,26,2,24915,149.898124
100,5000,26,4,19510,0.002557
100,5000,26,6,,
36,5000,27,2,20323,0.504709
36,5000,27,4,19235,0.003254
36,5000,27,6,,
30,5000,28,2,26743,8.8702
30,5000,28,4,24127,0.496093
30,5000,28,6,,
54,5000,29,2,22958,39.060889
54,5000,29,4,21776,0.150893
54,5000,29,6,,
13,5000,30,2,20899,14.33248
13,5000,30,4,20661,0.625937
13,5000,30,6,,
33,5000,31,2,28712,98.654439
33,5000,31,4,25920,0.007797
33,5000,31,6,,
25,5000,32,2,23586,87.725904
25,5000,32,4,22754,0.0103
25,5000,32,6,,
60,100,26,2,517,1.177999
60,100,26,4,461,0.003183
60,100,26,6,461,15.966538
80,100,27,2,450,0.69907
80,100,27,4,408,0.223957
80,100,27,6,,
74,100,28,2,427,0.14168
74,100,28,4,406,1.4633
74,100,28,6,,
3,100,29,2,506,3.551793
3,100,29,4,437,0.041028
3,100,29,6,,
76,100,30,2,,
76,100,30,4,447,0.004448
76,100,30,6,,
58,100,31,2,474,1.728386
58,100,31,4,441,0.003379
58,100,31,6,,
21,100,32,2,516,30.095071
21,100,32,4,470,0.026294
21,100,32,6,,
58,1000,26,2,5018,34.124887
58,1000,26,4,4769,0.006372
58,1000,26,6,4769,15.012289
41,1000,27,2,4874,3.181557
41,1000,27,4,4577,0.005133
41,1000,27,6,4577,32.363754
8,1000,28,2,4963,59.579394
8,1000,28,4,4781,0.004007
8,1000,28,6,4781,69.43716
1,1000,29,2,4312,10.594094
1,1000,29,4,4184,0.004108
1,1000,29,6,,
39,1000,30,2,5422,22.100304
39,1000,30,4,4946,0.004021
39,1000,30,6,,
93,1000,31,2,4985,447.976597
93,1000,31,4,4448,0.042736
93,1000,31,6,,
48,1000,32,2,5401,87.692047
48,1000,32,4,5048,0.030919
48,1000,32,6,,
77,5000,26,2,21737,13.059431
77,5000,26,4,20645,0.003289
77,5000,26,6,20645,15.000612
45,5000,27,2,23281,8.644555
45,5000,27,4,22750,0.003682
45,5000,27,6,22750,32.28349
56,5000,28,2,,
56,5000,28,4,24358,0.007955
56,5000,28,6,24402,69.446067
46,5000,29,2,,
46,5000,29,4,23724,0.005808
46,5000,29,6,,
56,5000,30,2,,
56,5000,30,4,24709,0.007505
56,5000,30,6,,
33,5000,31,2,28712,87.956402
33,5000,31,4,25920,0.007683
33,5000,31,6,,
74,5000,32,2,27385,122.963845
74,5000,32,4,25181,0.006361
74,5000,32,6,,
38,100,26,2,427,1.563965
38,100,26,4,417,0.003103
38,100,26,6,417,19.291056
54,100,27,2,484,23.48911
54,100,27,4,437,0.14505
54,100,27,6,,
80,100,28,2,445,1.432726
80,100,28,4,409,0.004072
80,100,28,6,,
72,100,29,2,554,0.305715
72,100,29,4,481,0.003161
72,100,29,6,,
32,100,30,2,547,10.418217
32,100,30,4,508,0.023338
32,100,30,6,,
55,100,31,2,421,1.725372
55,100,31,4,390,0.0371
55,100,31,6,,
4,100,32,2,537,24.221208
4,100,32,4,499,0.52832
4,100,32,6,,
1,1000,26,2,3805,5.693849
1,1000,26,4,3805,4.502348
1,1000,26,6,,
28,1000,27,2,,
28,1000,27,4,4256,0.010092
28,1000,27,6,4256,32.324264
36,1000,28,2,4486,67.179464
36,1000,28,4,4237,0.00597
36,1000,28,6,4237,69.531006
12,1000,29,2,4637,21.460992
12,1000,29,4,4386,0.004831
12,1000,29,6,,
87,1000,30,2,5681,0.99941
87,1000,30,4,4987,0.003624
87,1000,30,6,,
73,1000,31,2,,
73,1000,31,4,4846,0.008992
73,1000,31,6,,
15,1000,32,2,4661,7.706518
15,1000,32,4,4395,0.010896
15,1000,32,6,,
1,5000,26,2,24067,154.484804
1,5000,26,4,22825,0.007238
1,5000,26,6,22825,15.015336
99,5000,27,2,21430,95.33212
99,5000,27,4,20137,0.002745
99,5000,27,6,20137,32.30907
96,5000,28,2,23663,1.065214
96,5000,28,4,22404,0.002671
96,5000,28,6,22404,69.462229
46,5000,29,2,,
46,5000,29,4,23724,0.005747
46,5000,29,6,,
49,5000,30,2,24035,11.428486
49,5000,30,4,23356,0.007708
49,5000,30,6,,
5,5000,31,2,29172,15.746997
5,5000,31,4,24391,0.005476
5,5000,31,6,,
45,5000,32,2,25602,194.979029
45,5000,32,4,24580,0.008227
45,5000,32,6,,
81,100,26,2,459,38.95407
81,100,26,4,411,0.004729
81,100,26,6,411,94.023938
35,100,27,2,451,1.032248
35,100,27,4,422,0.007161
35,100,27,6,422,32.62072
22,100,28,2,469,6.777179
22,100,28,4,456,0.015635
22,100,28,6,,
63,100,29,2,436,3.058153
63,100,29,4,415,0.148158
63,100,29,6,,
32,100,30,2,547,10.465627
32,100,30,4,508,0.023507
32,100,30,6,,
98,100,31,2,447,27.448861
98,100,31,4,417,0.01205
98,100,31,6,,
33,100,32,2,472,37.521144
33,100,32,4,441,0.006054
33,100,32,6,,
35,1000,26,2,4195,0.040573
35,1000,26,4,4134,0.002066
35,1000,26,6,4134,15.946215
64,1000,27,2,4407,0.114851
64,1000,27,4,4373,0.481636
64,1000,27,6,,
74,1000,28,2,6075,18.795698
74,1000,28,4,4865,0.053436
74,1000,28,6,,
42,1000,29,2,4195,0.16369
42,1000,29,4,3927,0.156401
42,1000,29,6,,
4,1000,30,2,5123,18.770096
4,1000,30,4,4800,0.011258
4,1000,30,6,,
86,1000,31,2,5419,6.242565
86,1000,31,4,4898,0.009667
86,1000,31,6,,
76,1000,32,2,5153,9.32351
76,1000,32,4,5072,0.021829
76,1000,32,6,,
90,5000,26,2,22019,13.992306
90,5000,26,4,21563,0.004934
90,5000,26,6,21563,16.794754
80,5000,27,2,,
80,5000,27,4,21137,0.267054
80,5000,27,6,,
3,5000,28,2,,
3,5000,28,4,24871,1.25712
3,5000,28,6,,
66,5000,29,2,25410,17.885153
66,5000,29,4,22526,1.990501
66,5000,29,6,,
35,5000,30,2,26522,27.99602
35,5000,30,4,25296,1.741201
35,5000,30,6,,
7,5000,31,2,,
7,5000,31,4,22585,0.005415
7,5000,31,6,,
44,5000,32,2,,
44,5000,32,4,24715,0.010659
44,5000,32,6,,
54,100,26,2,482,15.232319
54,100,26,4,432,0.005902
54,100,26,6,432,15.120644
39,100,27,2,408,0.2853
39,100,27,4,388,0.002516
39,100,27,6,,
91,100,28,2,530,6.571432
91,100,28,4,479,0.005163
91,100,28,6,,
23,100,29,2,,
23,100,29,4,433,0.290057
23,100,29,6,,
31,100,30,2,500,11.186627
31,100,30,4,468,0.003716
31,100,30,6,,
94,100,31,2,528,2.7544
94,100,31,4,480,0.024319
94,100,31,6,,
2,100,32,2,,
2,100,32,4,473,0.035993
2,100,32,6,,
89,1000,26,2,4090,8.869833
89,1000,26,4,3761,0.003955
89,1000,26,6,,
77,1000,27,2,4867,1.699624
77,1000,27,4,4424,0.491671
77,1000,27,6,,
73,1000,28,2,,
73,1000,28,4,4373,0.00327
73,1000,28,6,4373,71.655974
68,1000,29,2,4702,12.601442
68,1000,29,4,4439,0.021566
68,1000,29,6,,
28,1000,30,2,5158,226.907088
28,1000,30,4,4327,0.014627
28,1000,30,6,,
49,1000,31,2,4281,2.18201
49,1000,31,4,4225,0.003968
49,1000,31,6,,
46,1000,32,2,5972,5.186468
46,1000,32,4,5237,0.013534
46,1000,32,6,,
53,5000,26,2,24320,3.228595
53,5000,26,4,23730,0.002557
53,5000,26,6,23730,15.198526
93,5000,27,2,22548,0.762564
93,5000,27,4,21125,0.005511
93,5000,27,6,,
3,5000,28,2,25175,415.294125
3,5000,28,4,24871,0.003646
3,5000,28,6,24871,69.534566
92,5000,29,2,24830,5.805332
92,5000,29,4,22184,0.003833
92,5000,29,6,,
67,5000,30,2,24156,17.336059
67,5000,30,4,22928,0.005646
67,5000,30,6,,
49,5000,31,2,24085,18.537441
49,5000,31,4,23406,0.008946
49,5000,31,6,,
40,5000,32,2,23290,98.979518
40,5000,32,4,21475,0.04677
40,5000,32,6,,
34,100,26,2,489,27.468948
34,100,26,4,445,0.003697
34,100,26,6,445,15.029909
30,100,27,2,476,36.477954
30,100,27,4,445,0.01242
30,100,27,6,445,32.33066
75,100,28,2,482,4.811567
75,100,28,4,457,0.004387
75,100,28,6,457,74.972684
81,100,29,2,471,57.685479
81,100,29,4,428,0.014056
81,100,29,6,,
80,100,30,2,505,3.091073
80,100,30,4,427,0.004968
80,100,30,6,,
59,100,31,2,,
59,100,31,4,468,0.009396
59,100,31,6,,
85,100,32,2,475,578.928852
85,100,32,4,461,0.148667
85,100,32,6,,
45,1000,26,2,5267,33.102956
45,1000,26,4,4853,0.006694
45,1000,26,6,4853,15.016927
80,1000,27,2,4575,0.725042
80,1000,27,4,4293,0.002454
80,1000,27,6,4293,32.315553
22,1000,28,2,3998,96.57368
22,1000,28,4,3951,0.009516
22,1000,28,6,3951,84.989063
61,1000,29,2,5272,21.339934
61,1000,29,4,4549,0.004622
61,1000,29,6,,
86,1000,30,2,5554,12.606925
86,1000,30,4,4884,0.006029
86,1000,30,6,,
84,1000,31,2,5101,1.928393
84,1000,31,4,4761,0.006448
84,1000,31,6,,
16,1000,32,2,5378,56.181143
16,1000,32,4,4548,0.004318
16,1000,32,6,,
4,5000,26,2,23305,3.653551
4,5000,26,4,21742,0.004164
4,5000,26,6,21742,15.015372
11,5000,27,2,22095,7.791421
11,5000,27,4,20794,0.003581
11,5000,27,6,20794,32.292087
98,5000,28,2,22089,153.038326
98,5000,28,4,21180,0.004763
98,5000,28,6,21180,69.436192
49,5000,29,2,24035,29.186214
49,5000,29,4,23307,0.0067
49,5000,29,6,,
85,5000,30,2,24785,1.204294
85,5000,30,4,23183,0.007393
85,5000,30,6,,
9,5000,31,2,25855,6.867641
9,5000,31,4,22995,0.004443
9,5000,31,6,,
45,5000,32,2,25602,194.628897
45,5000,32,4,24580,0.008248
45,5000,32,6,,
81,100,26,2,459,64.139792
81,100,26,4,411,0.211635
81,100,26,6,,
24,100,27,2,479,6.514293
24,100,27,4,458,0.157084
24,100,27,6,,
21,100,28,2,490,60.03892
21,100,28,4,452,0.009927
21,100,28,6,,
65,100,29,2,460,206.821172
65,100,29,4,420,0.244771
65,100,29,6,,
38,100,30,2,439,25.427326
38,100,30,4,428,0.003937
38,100,30,6,,
45,100,31,2,457,5.812729
45,100,31,4,442,0.004511
45,100,31,6,,
63,100,32,2,444,4.541742
63,100,32,4,422,0.007656
63,100,32,6,,
83,1000,26,2,4324,7.46106
83,1000,26,4,4215,0.003596
83,1000,26,6,4215,16.701104
66,1000,27,2,4350,6.796216
66,1000,27,4,4152,0.003485
66,1000,27,6,,
3,1000,28,2,4870,69.010639
3,1000,28,4,4472,0.010801
3,1000,28,6,,
43,1000,29,2,4438,2.523964
43,1000,29,4,4196,0.022533
43,1000,29,6,,
46,1000,30,2,5851,9.360813
46,1000,30,4,5159,0.208333
46,1000,30,6,,
16,1000,31,2,5311,74.290914
16,1000,31,4,4509,7.463211
16,1000,31,6,,
73,1000,32,2,,
73,1000,32,4,4876,0.008968
73,1000,32,6,,
20,5000,26,2,19670,90.687251
20,5000,26,4,18868,0.004545
20,5000,26,6,18868,15.03076
59,5000,27,2,,
59,5000,27,4,22501,0.006109
59,5000,27,6,22501,32.280679
92,5000,28,2,24565,1.939263
92,5000,28,4,21889,0.003913
92,5000,28,6,21889,70.346523
36,5000,29,2,22863,2.578103
36,5000,29,4,21539,0.172563
36,5000,29,6,,
71,5000,30,2,24056,0.733524
71,5000,30,4,23991,0.003426
71,5000,30,6,,
61,5000,31,2,,
61,5000,31,4,25366,0.037503
61,5000,31,6,,
72,5000,32,2,27206,39.36424
72,5000,32,4,24974,0.018747
72,5000,32,6,,
55,100,26,2,427,1.56872
55,100,26,4,370,0.003261
55,100,26,6,370,15.073984
22,100,27,2,465,5.476743
22,100,27,4,451,0.194317
22,100,27,6,,
29,100,28,2,456,0.11492
29,100,28,4,451,0.002452
29,100,28,6,,
64,100,29,2,430,4.150272
64,100,29,4,409,0.004588
64,100,29,6,,
17,100,30,2,506,11.251756
17,100,30,4,501,0.011105
17,100,30,6,,
22,100,31,2,504,6.102984
22,100,31,4,473,0.015707
22,100,31,6,,
40,100,32,2,,
40,100,32,4,434,0.02325
40,100,32,6,,
63,1000,26,2,3834,63.872911
63,1000,26,4,3724,0.003254
63,1000,26,6,3724,15.036511
5,1000,27,2,4574,2.84853
5,1000,27,4,4309,0.003123
5,1000,27,6,4309,32.330279
80,1000,28,2,4611,0.530528
80,1000,28,4,4329,0.002913
80,1000,28,6,4329,69.459834
63,1000,29,2,3938,65.873268
63,1000,29,4,3810,0.005676
63,1000,29,6,,
99,1000,30,2,5456,20.165052
99,1000,30,4,5014,0.004054
99,1000,30,6,,
48,1000,31,2,5399,157.667164
48,1000,31,4,5046,0.038661
48,1000,31,6,,
47,1000,32,2,,
47,1000,32,4,4782,0.008377
47,1000,32,6,,
95,5000,26,2,24172,122.816627
95,5000,26,4,23231,0.006618
95,5000,26,6,23231,15.024794
98,5000,27,2,21989,166.214875
98,5000,27,4,20428,0.004175
98,5000,27,6,20428,32.2807
38,5000,28,2,22629,2.325426
38,5000,28,4,21604,0.003106
38,5000,28,6,,
52,5000,29,2,24159,5.342779
52,5000,29,4,22922,0.314808
52,5000,29,6,,
43,5000,30,2,22194,3.771118
43,5000,30,4,20606,0.004095
43,5000,30,6,,
83,5000,31,2,24461,28.036599
83,5000,31,4,22218,0.006041
83,5000,31,6,,
26,5000,32,2,23452,7.393779
26,5000,32,4,22723,0.004912
26,5000,32,6,,
47,100,26,2,476,1.75868
47,100,26,4,453,0.016902
47,100,26,6,453,15.967396
98,100,27,2,411,14.646643
98,100,27,4,387,0.186694
98,100,27,6,,
31,100,28,2,498,3.979125
31,100,28,4,462,0.004051
31,100,28,6,,
27,100,29,2,510,3.90201
27,100,29,4,465,0.007509
27,100,29,6,,
8,100,30,2,,
8,100,30,4,466,1.016685
8,100,30,6,,
61,100,31,2,479,6.602964
61,100,31,4,407,0.004724
61,100,31,6,,
48,100,32,2,414,25.862735
48,100,32,4,409,0.004429
48,100,32,6,,
51,1000,26,2,3850,3.174835
51,1000,26,4,3757,0.004359
51,1000,26,6,3757,15.011624
49,1000,27,2,4116,0.332977
49,1000,27,4,4106,0.002434
49,1000,27,6,4106,32.358933
25,1000,28,2,4675,420.624683
25,1000,28,4,4445,0.010219
25,1000,28,6,4445,70.087579
58,1000,29,2,5124,48.855312
58,1000,29,4,4872,0.155937
58,1000,29,6,,
5,1000,30,2,4899,4.10669
5,1000,30,4,4634,0.003589
5,1000,30,6,,
13,1000,31,2,4854,2.562243
13,1000,31,4,4496,0.003993
13,1000,31,6,,
65,1000,32,2,4437,1.170555
65,1000,32,4,4169,0.005408
65,1000,32,6,,
8,5000,26,2,22510,4.368845
8,5000,26,4,21674,0.002994
8,5000,26,6,21674,15.029455
10,5000,27,2,23075,25.043053
10,5000,27,4,21326,0.002928
10,5000,27,6,21326,32.328416
8,5000,28,2,22705,5.522637
8,5000,28,4,21944,0.003486
8,5000,28,6,21944,69.477616
38,5000,29,2,22691,2.316006
38,5000,29,4,21666,0.003412
38,5000,29,6,,
29,5000,30,2,23588,95.448899
29,5000,30,4,22462,0.004293
29,5000,30,6,,
75,5000,31,2,22411,5.440096
75,5000,31,4,21676,0.004544
75,5000,31,6,,
35,5000,32,2,26667,35.414765
35,5000,32,4,25441,0.020551
35,5000,32,6,,
40,100,26,2,431,1.727937
40,100,26,4,399,0.002218
40,100,26,6,399,15.069827
86,100,27,2,443,451.055688
86,100,27,4,422,0.024244
86,100,27,6,422,32.35899
62,100,28,2,500,1.924666
62,100,28,4,477,0.002681
62,100,28,6,477,70.216244
9,100,29,2,508,29.958586
9,100,29,4,488,0.208646
9,100,29,6,,
69,100,30,2,517,0.823927
69,100,30,4,456,0.003455
69,100,30,6,,
59,100,31,2,,
59,100,31,4,468,0.009379
59,100,31,6,,
7,100,32,2,572,57.36174
7,100,32,4,497,0.013319
7,100,32,6,,
16,1000,26,2,4896,3.475671
16,1000,26,4,4206,0.002341
16,1000,26,6,4206,15.034449
77,1000,27,2,4867,1.601159
77,1000,27,4,4424,0.003273
77,1000,27,6,4424,32.276351
27,1000,28,2,4743,43.304541
27,1000,28,4,4210,0.005734
27,1000,28,6,4210,73.161657
17,1000,29,2,,
17,1000,29,4,4903,0.143786
17,1000,29,6,,
95,1000,30,2,5116,84.323352
95,1000,30,4,4695,0.010096
95,1000,30,6,,
88,1000,31,2,4805,1.44419
88,1000,31,4,4553,0.006566
88,1000,31,6,,
33,1000,32,2,4457,43.266861
33,1000,32,4,4442,0.004972
33,1000,32,6,,
87,5000,26,2,25583,171.828312
87,5000,26,4,23733,0.136344
87,5000,26,6,23733,15.00963
24,5000,27,2,25689,3.796869
24,5000,27,4,24276,0.007
24,5000,27,6,24276,32.313901
20,5000,28,2,21679,37.183463
20,5000,28,4,20318,0.003677
20,5000,28,6,20318,69.436354
35,5000,29,2,25574,96.11362
35,5000,29,4,25024,0.013783
35,5000,29,6,,
86,5000,30,2,24796,32.808418
86,5000,30,4,23133,0.006392
86,5000,30,6,,
63,5000,31,2,25743,11.828386
63,5000,31,4,22361,0.004081
63,5000,31,6,,
32,5000,32,2,24722,106.9144
32,5000,32,4,23345,0.008286
32,5000,32,6,,
43,100,26,2,493,250.465003
43,100,26,4,454,0.016481
43,100,26,6,454,15.047764
8,100,27,2,464,349.88102
8,100,27,4,454,0.035766
8,100,27,6,454,32.298632
64,100,28,2,425,7.608122
64,100,28,4,404,0.004329
64,100,28,6,,
78,100,29,2,487,7.938614
78,100,29,4,430,0.006185
78,100,29,6,,
39,100,30,2,442,13.209248
39,100,30,4,424,0.00661
39,100,30,6,,
89,100,31,2,535,4.073505
89,100,31,4,461,0.004029
89,100,31,6,,
77,100,32,2,502,0.39927
77,100,32,4,441,0.00307
77,100,32,6,,
27,1000,26,2,4323,58.235516
27,1000,26,4,4164,0.005454
27,1000,26,6,4164,15.009205
28,1000,27,2,4893,566.161616
28,1000,27,4,4256,0.010117
28,1000,27,6,4256,32.327059
41,1000,28,2,4958,1.674787
41,1000,28,4,4615,0.003013
41,1000,28,6,4615,69.485827
59,1000,29,2,4557,49.062407
59,1000,29,4,4314,0.01283
59,1000,29,6,,
56,1000,30,2,4945,190.290948
56,1000,30,4,4560,0.006568
56,1000,30,6,,
58,1000,31,2,5611,78.402761
58,1000,31,4,5306,0.012524
58,1000,31,6,,
26,1000,32,2,5782,3.333759
26,1000,32,4,4997,0.013322
26,1000,32,6,,
77,5000,26,2,21737,13.121431
77,5000,26,4,20645,0.003281
77,5000,26,6,20645,50.552515
93,5000,27,2,22548,0.758901
93,5000,27,4,21125,0.005383
93,5000,27,6,21125,32.299711
43,5000,28,2,24833,1.063165
43,5000,28,4,20549,0.006489
43,5000,28,6,20549,69.423889
64,5000,29,2,27306,14.632827
64,5000,29,4,23873,0.008751
64,5000,29,6,,
62,5000,30,2,24374,63.693531
62,5000,30,4,23149,0.00523
62,5000,30,6,,
25,5000,31,2,23475,175.408588
25,5000,31,4,22621,0.005889
25,5000,31,6,,
39,5000,32,2,24392,85.168972
39,5000,32,4,22690,0.006851
39,5000,32,6,,
46,100,26,2,523,1.133504
46,100,26,4,435,0.006706
46,100,26,6,435,15.056897
23,100,27,2,,
23,100,27,4,419,0.008707
23,100,27,6,419,32.341622
93,100,28,2,448,0.068982
93,100,28,4,442,0.002651
93,100,28,6,442,69.470937
10,100,29,2,390,13.829419
10,100,29,4,383,0.003905
10,100,29,6,,
59,100,30,2,,
59,100,30,4,468,0.008566
59,100,30,6,,
6,100,31,2,476,120.60134
6,100,31,4,455,0.274338
6,100,31,6,,
96,100,32,2,485,345.066036
96,100,32,4,440,0.010384
96,100,32,6,,
35,1000,26,2,4195,0.040607
35,1000,26,4,4134,0.002059
35,1000,26,6,4134,17.569832
38,1000,27,2,4882,1.056711
38,1000,27,4,4237,0.295593
38,1000,27,6,,
2,1000,28,2,4113,0.310875
2,1000,28,4,4030,0.002738
2,1000,28,6,,
95,1000,29,2,5026,66.929556
95,1000,29,4,4692,0.009469
95,1000,29,6,,
14,1000,30,2,5223,364.395415
14,1000,30,4,4693,0.016204
14,1000,30,6,,
52,1000,31,2,4862,5.45761
52,1000,31,4,4409,0.004055
52,1000,31,6,,
44,1000,32,2,4754,2.754182
44,1000,32,4,4276,0.005035
44,1000,32,6,,
74,5000,26,2,24517,20.624751
74,5000,26,4,22989,0.003091
74,5000,26,6,22989,15.028149
19,5000,27,2,22958,0.740226
19,5000,27,4,20795,0.004522
19,5000,27,6,20795,32.310901
84,5000,28,2,24719,0.348664
84,5000,28,4,21796,0.002822
84,5000,28,6,,
91,5000,29,2,24416,0.521233
91,5000,29,4,21467,0.003445
91,5000,29,6,,
96,5000,30,2,25407,0.768043
96,5000,30,4,24148,0.004183
96,5000,30,6,,
80,5000,31,2,25205,363.948021
80,5000,31,4,23975,0.009727
80,5000,31,6,,
36,5000,32,2,22076,24.8842
36,5000,32,4,22027,0.00681
36,5000,32,6,,
16,100,26,2,452,0.450037
16,100,26,4,416,0.673924
16,100,26,6,,
12,100,27,2,525,43.23974
12,100,27,4,488,0.477533
12,100,27,6,,
42,100,28,2,445,29.941126
42,100,28,4,424,0.005859
42,100,28,6,,
65,100,29,2,460,180.597164
65,100,29,4,420,0.004709
65,100,29,6,,
9,100,30,2,513,69.244353
9,100,30,4,496,0.004118
9,100,30,6,,
88,100,31,2,481,16.256757
88,100,31,4,425,0.014813
88,100,31,6,,
22,100,32,2,525,33.745637
22,100,32,4,489,0.0139
22,100,32,6,,
27,1000,26,2,4323,58.773502
27,1000,26,4,4164,0.071469
27,1000,26,6,,
6,1000,27,2,4831,0.891357
6,1000,27,4,4831,0.005836
6,1000,27,6,,
49,1000,28,2,4132,0.813012
49,1000,28,4,4122,0.002986
49,1000,28,6,,
2,1000,29,2,4187,0.205238
2,1000,29,4,4104,0.003653
2,1000,29,6,,
65,1000,30,2,4367,7.886405
65,1000,30,4,4119,0.359748
65,1000,30,6,,
41,1000,31,2,5258,3.699581
41,1000,31,4,4726,0.137157
41,1000,31,6,,
2,1000,32,2,4605,1.124822
2,1000,32,4,4421,0.015491
2,1000,32,6,,
32,5000,26,2,26370,8.489126
32,5000,26,4,21632,0.044075
32,5000,26,6,,
42,5000,27,2,22709,377.627282
42,5000,27,4,21107,0.013924
42,5000,27,6,,
100,5000,28,2,25359,585.910922
100,5000,28,4,22296,0.005044
100,5000,28,6,22296,75.786142
97,5000,29,2,21933,98.647661
97,5000,29,4,21933,0.161874
97,5000,29,6,,
64,5000,30,2,27144,23.814323
64,5000,30,4,23901,0.010095
64,5000,30,6,,
87,5000,31,2,,
87,5000,31,4,24124,0.291681
87,5000,31,6,,
10,5000,32,2,24397,245.766072
10,5000,32,4,23881,0.015073
10,5000,32,6,,
54,100,26,2,482,14.941278
54,100,26,4,432,0.005784
54,100,26,6,432,15.004596
37,100,27,2,514,75.23725
37,100,27,4,464,0.006904
37,100,27,6,464,32.265123
94,100,28,2,464,0.792822
94,100,28,4,443,0.005108
94,100,28,6,443,69.453119
26,100,29,2,469,180.953557
26,100,29,4,435,0.241408
26,100,29,6,,
34,100,30,2,500,66.240447
34,100,30,4,456,0.011163
34,100,30,6,,
40,100,31,2,452,92.176851
40,100,31,4,426,0.01556
40,100,31,6,,
71,100,32,2,514,6.555745
71,100,32,4,492,0.030193
71,100,32,6,,
73,1000,26,2,4970,259.267053
73,1000,26,4,4346,0.006253
73,1000,26,6,4346,15.01519
14,1000,27,2,4962,60.986254
14,1000,27,4,4595,0.01111
14,1000,27,6,4595,32.282289
52,1000,28,2,4564,15.569478
52,1000,28,4,4321,0.003503
52,1000,28,6,4321,69.411465
85,1000,29,2,4394,15.281172
85,1000,29,4,4215,0.004226
85,1000,29,6,,
63,1000,30,2,4172,77.196439
63,1000,30,4,3985,0.004731
63,1000,30,6,,
56,1000,31,2,5389,380.288765
56,1000,31,4,4721,0.006826
56,1000,31,6,,
48,1000,32,2,5401,87.468738
48,1000,32,4,5048,0.030943
48,1000,32,6,,
81,5000,26,2,23743,88.832857
